group_id,unit_id,item_id,time,price_baseline,seasonality,trend,store_size,regional_demand,inventory_level,category_2,category_3,category_4,category_5,brand_2,brand_3,brand_4,brand_5,material_2,material_3,fit_type_2,treatment,propensity_score,outcome
0,0,0,0,49.963209507789,1.0,0.0,0.892558525603859,1.249054041044226,0.5147388455416955,0,0,1,0,0,0,0,0,0,1,1,0.2,0.2751897979379942,19.02539066462797
0,0,0,1,49.963209507789,1.113245554353377,0.1,0.892558525603859,1.249054041044226,0.23850241677678294,0,0,1,0,0,0,0,0,0,1,1,0.3,0.3974388407849324,0.0
0,0,0,2,49.963209507789,1.2102574817136098,0.2,0.892558525603859,1.249054041044226,0.28619091776631783,0,0,1,0,0,0,0,0,0,1,1,0.3,0.39119195272332613,0.0
0,0,0,3,49.963209507789,1.2896211297279505,0.3,0.892558525603859,1.249054041044226,0.21813598830979905,0,0,1,0,0,0,0,0,0,1,1,0.2,0.27577680780178265,22.042735876752314
0,0,0,4,49.963209507789,1.3501791976969784,0.4,0.892558525603859,1.249054041044226,0.6582106466987958,0,0,1,0,0,0,0,0,0,1,1,0.1,0.20273753648822807,18.44183872745004
0,0,0,5,49.963209507789,1.3910486126248123,0.5,0.892558525603859,1.249054041044226,0.39781458733867703,0,0,1,0,0,0,0,0,0,1,1,0.1,0.19929640718371647,17.742792021233008
0,0,0,6,49.963209507789,1.4116334064118963,0.6,0.892558525603859,1.249054041044226,0.500069716285166,0,0,1,0,0,0,0,0,0,1,1,0.0,0.15161366421355285,21.18718054068013
0,0,0,7,49.963209507789,1.4116334064118963,0.7,0.892558525603859,1.249054041044226,0.27699665140257157,0,0,1,0,0,0,0,0,0,1,1,0.3,0.38309502006620666,0.0
0,0,0,8,49.963209507789,1.3910486126248123,0.8,0.892558525603859,1.249054041044226,0.3527327199025528,0,0,1,0,0,0,0,0,0,1,1,0.2,0.27489211050756834,10.90857586499396
0,0,0,9,49.963209507789,1.3501791976969786,0.9,0.892558525603859,1.249054041044226,0.6717419093658389,0,0,1,0,0,0,0,0,0,1,1,0.3,0.36791155478316273,24.823976239461004
0,0,1,0,96.05714451279329,1.0,0.0,0.892558525603859,1.249054041044226,0.16302116084000115,0,0,0,1,1,0,0,0,0,0,0,0.0,0.04725531737362343,0.0
0,0,1,1,96.05714451279329,1.113245554353377,0.1,0.892558525603859,1.249054041044226,0.6674054849043554,0,0,0,1,1,0,0,0,0,0,0,0.3,0.5665099109411483,0.0
0,0,1,2,96.05714451279329,1.2102574817136098,0.2,0.892558525603859,1.249054041044226,0.7446456540996051,0,0,0,1,1,0,0,0,0,0,0,0.3,0.559799160871136,0.0
0,0,1,3,96.05714451279329,1.2896211297279505,0.3,0.892558525603859,1.249054041044226,0.6435113719784533,0,0,0,1,1,0,0,0,0,0,0,0.2,0.2603661209678027,0.0
0,0,1,4,96.05714451279329,1.3501791976969784,0.4,0.892558525603859,1.249054041044226,0.30654775635390813,0,0,0,1,1,0,0,0,0,0,0,0.2,0.25820037763651355,0.0
0,0,1,5,96.05714451279329,1.3910486126248123,0.5,0.892558525603859,1.249054041044226,0.4050169210124223,0,0,0,1,1,0,0,0,0,0,0,0.2,0.25936545649058934,24.727558952365413
0,0,1,6,96.05714451279329,1.4116334064118963,0.6,0.892558525603859,1.249054041044226,0.2787084081904574,0,0,0,1,1,0,0,0,0,0,0,0.2,0.25852096416884834,0.0
0,0,1,7,96.05714451279329,1.4116334064118963,0.7,0.892558525603859,1.249054041044226,0.4208428905878401,0,0,0,1,1,0,0,0,0,0,0,0.3,0.5649502716401277,62.83902894531959
0,0,1,8,96.05714451279329,1.3910486126248123,0.8,0.892558525603859,1.249054041044226,0.5684315492801173,0,0,0,1,1,0,0,0,0,0,0,0.2,0.26064469246740407,0.0
0,0,1,9,96.05714451279329,1.3501791976969786,0.9,0.892558525603859,1.249054041044226,0.6090158765152041,0,0,0,1,1,0,0,0,0,0,0,0.2,0.26061153729376524,0.0
0,0,2,0,78.5595153449124,1.0,0.0,0.892558525603859,1.249054041044226,0.5869917037710328,0,0,0,0,1,0,0,0,0,1,0,0.3,0.505894979833863,0.0
0,0,2,1,78.5595153449124,1.113245554353377,0.1,0.892558525603859,1.249054041044226,0.35995124498322556,0,0,0,0,1,0,0,0,0,1,0,0.1,0.1425463060439252,0.0
0,0,2,2,78.5595153449124,1.2102574817136098,0.2,0.892558525603859,1.249054041044226,0.29284219922528437,0,0,0,0,1,0,0,0,0,1,0,0.2,0.27011286779350685,0.0
0,0,2,3,78.5595153449124,1.2896211297279505,0.3,0.892558525603859,1.249054041044226,0.7810393972323835,0,0,0,0,1,0,0,0,0,1,0,0.2,0.272400384157083,46.9879192564051
0,0,2,4,78.5595153449124,1.3501791976969784,0.4,0.892558525603859,1.249054041044226,0.6153151439773041,0,0,0,0,1,0,0,0,0,1,0,0.2,0.27213780221900197,0.0
0,0,2,5,78.5595153449124,1.3910486126248123,0.5,0.892558525603859,1.249054041044226,0.7649972556589603,0,0,0,0,1,0,0,0,0,1,0,0.3,0.4823277422890347,0.0
0,0,2,6,78.5595153449124,1.4116334064118963,0.6,0.892558525603859,1.249054041044226,0.6699734197156125,0,0,0,0,1,0,0,0,0,1,0,0.1,0.15300980666981664,0.0
0,0,2,7,78.5595153449124,1.4116334064118963,0.7,0.892558525603859,1.249054041044226,0.16438375471925434,0,0,0,0,1,0,0,0,0,1,0,0.3,0.507177964287088,0.0
0,0,2,8,78.5595153449124,1.3910486126248123,0.8,0.892558525603859,1.249054041044226,0.7648473016952364,0,0,0,0,1,0,0,0,0,1,0,0.3,0.4823342410925811,0.0
0,0,2,9,78.5595153449124,1.3501791976969786,0.9,0.892558525603859,1.249054041044226,0.45326637563909833,0,0,0,0,1,0,0,0,0,1,0,0.0,0.08279087035010418,0.0
0,0,3,0,67.89267873576293,1.0,0.0,0.892558525603859,1.249054041044226,0.8331599093924955,0,0,0,1,0,0,0,1,1,0,1,0.3,0.4512580972570674,0.0
0,0,3,1,67.89267873576293,1.113245554353377,0.1,0.892558525603859,1.249054041044226,0.3788211829446405,0,0,0,1,0,0,0,1,1,0,1,0.1,0.16172749445827184,0.0
0,0,3,2,67.89267873576293,1.2102574817136098,0.2,0.892558525603859,1.249054041044226,0.9812330762955945,0,0,0,1,0,0,0,1,1,0,1,0.0,0.11523316494596123,0.0
0,0,3,3,67.89267873576293,1.2896211297279505,0.3,0.892558525603859,1.249054041044226,0.5279547945954604,0,0,0,1,0,0,0,1,1,0,1,0.3,0.4526380356732101,0.0
0,0,3,4,67.89267873576293,1.3501791976969784,0.4,0.892558525603859,1.249054041044226,0.4666919857345676,0,0,0,1,0,0,0,1,1,0,1,0.3,0.4528123267318126,0.0
0,0,3,5,67.89267873576293,1.3910486126248123,0.5,0.892558525603859,1.249054041044226,0.694032838181014,0,0,0,1,0,0,0,1,1,0,1,0.3,0.44101657110435366,30.405127588801417
0,0,3,6,67.89267873576293,1.4116334064118963,0.6,0.892558525603859,1.249054041044226,0.1881676958738937,0,0,0,1,0,0,0,1,1,0,1,0.2,0.2752582312854072,0.0
0,0,3,7,67.89267873576293,1.4116334064118963,0.7,0.892558525603859,1.249054041044226,0.2581769783045732,0,0,0,1,0,0,0,1,1,0,1,0.0,0.10018967340751037,0.0
0,0,3,8,67.89267873576293,1.3910486126248123,0.8,0.892558525603859,1.249054041044226,0.6483579190037179,0,0,0,1,0,0,0,1,1,0,1,0.3,0.4430485936037496,18.697534342961827
0,0,3,9,67.89267873576293,1.3501791976969786,0.9,0.892558525603859,1.249054041044226,0.5593313698542556,0,0,0,1,0,0,0,1,1,0,1,0.2,0.27545142073043377,0.0
0,0,4,0,32.48149123539492,1.0,0.0,0.892558525603859,1.249054041044226,0.2161238986751853,0,1,0,0,0,0,1,0,0,0,1,0.0,0.18124609406465497,0.0
0,0,4,1,32.48149123539492,1.113245554353377,0.1,0.892558525603859,1.249054041044226,0.8145164540827154,0,1,0,0,0,0,1,0,0,0,1,0.2,0.26196573393888906,0.0
0,0,4,2,32.48149123539492,1.2102574817136098,0.2,0.892558525603859,1.249054041044226,0.598247057234882,0,1,0,0,0,0,1,0,0,0,1,0.0,0.20366790635021786,0.0
0,0,4,3,32.48149123539492,1.2896211297279505,0.3,0.892558525603859,1.249054041044226,0.4817693403505736,0,1,0,0,0,0,1,0,0,0,1,0.3,0.3063045412891047,6.708450949418837
0,0,4,4,32.48149123539492,1.3501791976969784,0.4,0.892558525603859,1.249054041044226,0.20051527805090485,0,1,0,0,0,0,1,0,0,0,1,0.1,0.22514315847639846,0.0
0,0,4,5,32.48149123539492,1.3910486126248123,0.5,0.892558525603859,1.249054041044226,0.6507824181797622,0,1,0,0,0,0,1,0,0,0,1,0.2,0.2613567002539038,0.0
0,0,4,6,32.48149123539492,1.4116334064118963,0.6,0.892558525603859,1.249054041044226,0.15615606352650638,0,1,0,0,0,0,1,0,0,0,1,0.1,0.2255112677700544,0.0
0,0,4,7,32.48149123539492,1.4116334064118963,0.7,0.892558525603859,1.249054041044226,0.6834981934488148,0,1,0,0,0,0,1,0,0,0,1,0.2,0.26075828521065425,14.133070035476118
