item_id,treatment_level,true_cate
0.0,0.1,1.793775937269407
1.0,0.1,0.8977135338525999
2.0,0.1,1.6770769812156985
3.0,0.1,1.7069711972694712
4.0,0.1,1.3210177968527068
5.0,0.1,1.3276371679467154
6.0,0.1,1.3122659087614679
7.0,0.1,1.363777314070469
8.0,0.1,1.5211187214609492
9.0,0.1,1.5262835540438395
10.0,0.1,1.3223966439529313
11.0,0.1,1.4674057120919795
12.0,0.1,1.9316416124299725
13.0,0.1,1.627428571826437
14.0,0.1,1.5839354318850614
15.0,0.1,1.43112198579521
16.0,0.1,1.6792561129476802
17.0,0.1,2.1703804499891604
18.0,0.1,1.6336425159189876
19.0,0.1,1.214665548662948
20.0,0.1,1.8665011135108127
21.0,0.1,1.2672639699487185
22.0,0.1,1.4018844986076484
23.0,0.1,1.707319996606179
24.0,0.1,1.6923794518453388
25.0,0.1,1.779569243270247
26.0,0.1,1.7328116878906936
27.0,0.1,1.7603008789370946
28.0,0.1,1.4867282946631573
29.0,0.1,1.6073745518724802
30.0,0.1,1.2493428104503304
31.0,0.1,1.6182437721924803
32.0,0.1,1.3553425011269322
33.0,0.1,1.3151445511683688
34.0,0.1,0.984872533075059
35.0,0.1,1.3584880302238433
36.0,0.1,1.3752613578455666
37.0,0.1,1.191730114517255
38.0,0.1,0.956415308112577
39.0,0.1,1.4390656866714409
40.0,0.1,1.531277948401443
41.0,0.1,2.471978451855831
42.0,0.1,2.013504132431825
43.0,0.1,1.695388688110766
44.0,0.1,2.3025407749683406
45.0,0.1,1.8514047837884284
46.0,0.1,1.9357384098096464
47.0,0.1,1.7420169064220534
48.0,0.1,1.810526329794973
49.0,0.1,1.8476828436530237
50.0,0.1,2.9405709423589066
51.0,0.1,2.2113470341167734
52.0,0.1,1.3600335547667681
53.0,0.1,2.3221229483818426
54.0,0.1,2.2062343021545097
55.0,0.1,2.666322794522724
56.0,0.1,1.6785266799725314
57.0,0.1,1.6969448514715797
58.0,0.1,1.6485311955022954
59.0,0.1,2.3806493594251563
60.0,0.1,1.5478992600708743
61.0,0.1,1.4005761427553391
62.0,0.1,2.22621683525683
63.0,0.1,1.8579140571023984
64.0,0.1,1.478434154656183
65.0,0.1,1.699846800559218
66.0,0.1,1.3475030221703488
67.0,0.1,1.5319313673251997
68.0,0.1,1.61991640650737
69.0,0.1,2.093226372460812
70.0,0.1,1.9194415862959158
71.0,0.1,1.3561623691831297
72.0,0.1,1.3057507905140948
73.0,0.1,1.1760695142696589
74.0,0.1,1.8091317087960288
75.0,0.1,1.9469834114032345
76.0,0.1,1.9835477189139148
77.0,0.1,1.2945427232662219
78.0,0.1,1.7802022129102397
79.0,0.1,1.3094997572119222
80.0,0.1,1.1199660175287018
81.0,0.1,1.4776049412297105
82.0,0.1,1.787241130133813
83.0,0.1,1.5420206260796263
84.0,0.1,1.1808082280517551
85.0,0.1,1.4484340662197024
86.0,0.1,1.5485543363898628
87.0,0.1,1.8887962795099789
88.0,0.1,1.4573572751263058
89.0,0.1,2.016149075903421
90.0,0.1,1.5078814792133102
91.0,0.1,1.1137064826652159
92.0,0.1,1.517928544561892
93.0,0.1,1.626634096307706
94.0,0.1,1.7925459218582809
95.0,0.1,1.8000185132395607
96.0,0.1,1.3729018801324546
97.0,0.1,1.9169334797843298
98.0,0.1,1.117910211875337
99.0,0.1,1.5707664988181609
100.0,0.1,1.6597375651136002
