item_id,treatment_level,true_cate
0.0,0.1,-0.5449010579886107
1.0,0.1,-23.501728512166608
2.0,0.1,-14.779951910863787
3.0,0.1,8.556731443173561
4.0,0.1,2.0318830033993294
5.0,0.1,10.528176113777604
6.0,0.1,11.015703487869345
7.0,0.1,-31.668513884629306
8.0,0.1,-6.950021446639369
9.0,0.1,-10.376194752270976
10.0,0.1,6.426323129286445
11.0,0.1,-28.991828513410894
12.0,0.1,-20.982310408688022
13.0,0.1,2.33828715979746
14.0,0.1,3.426315983141862
15.0,0.1,2.647527379708208
16.0,0.1,2.984154969965914
17.0,0.1,14.269755332007719
18.0,0.1,-3.2835751901167782
19.0,0.1,0.08674533666840034
20.0,0.1,-6.922577062895272
21.0,0.1,9.960677834575222
22.0,0.1,0.6012747773842335
23.0,0.1,1.5611770585413183
24.0,0.1,-2.265423455261896
25.0,0.1,-16.578292579706186
26.0,0.1,3.1627330208265647
27.0,0.1,9.228315819159235
28.0,0.1,-8.955781524725808
29.0,0.1,6.355070186403964
30.0,0.1,-6.941738546997286
31.0,0.1,4.377702179755758
32.0,0.1,4.0002199841453105
33.0,0.1,-28.294419123531213
34.0,0.1,-31.70654166188831
35.0,0.1,-16.973892578567757
36.0,0.1,0.9354147954652632
37.0,0.1,3.194547360826249
38.0,0.1,-10.387914317102172
39.0,0.1,9.375307774451983
40.0,0.1,11.269715941149627
41.0,0.1,13.056021777803636
42.0,0.1,4.437288947786726
43.0,0.1,-34.077020048362726
44.0,0.1,2.460036097256264
45.0,0.1,-12.690287743289758
46.0,0.1,17.510264463705738
47.0,0.1,-4.642271132663865
48.0,0.1,8.267949566637327
49.0,0.1,6.557249079140888
50.0,0.1,-40.68603076752237
51.0,0.1,-1.772093990282258
52.0,0.1,-34.447633612273336
53.0,0.1,-28.15661638125789
54.0,0.1,-8.639306189864897
55.0,0.1,-33.57242248784564
56.0,0.1,4.172225735749521
57.0,0.1,4.035914037561554
58.0,0.1,4.1740670013947465
59.0,0.1,1.058185977268721
60.0,0.1,0.9064986883027188
61.0,0.1,0.25884443330137685
62.0,0.1,-26.607783674997677
63.0,0.1,12.38573804987655
64.0,0.1,3.5793717575515274
65.0,0.1,-5.555891331702384
66.0,0.1,3.3792785265863756
67.0,0.1,-16.728978098281658
68.0,0.1,3.9068393999710906
69.0,0.1,-15.011244773890382
70.0,0.1,0.4227699579782893
71.0,0.1,9.462707803444545
72.0,0.1,4.440045122054471
73.0,0.1,-6.680671592194756
74.0,0.1,-13.29272751361026
75.0,0.1,1.743822764956235
76.0,0.1,-17.31218745470909
77.0,0.1,13.304581949767652
78.0,0.1,1.934303619941204
79.0,0.1,10.484323572980514
80.0,0.1,-20.155680070464655
81.0,0.1,-10.887050311123176
82.0,0.1,0.6106796914729955
83.0,0.1,3.587181664430723
84.0,0.1,8.814129468497612
85.0,0.1,1.5395161632701928
86.0,0.1,-12.65316039610866
87.0,0.1,-10.87529355504634
88.0,0.1,-29.68611140656347
89.0,0.1,12.892053407809215
90.0,0.1,12.80060226127219
91.0,0.1,-11.211324497992692
92.0,0.1,-13.63690401577773
93.0,0.1,7.608197936533742
94.0,0.1,-16.46018237038689
95.0,0.1,-4.187608371966519
96.0,0.1,-4.329602671247073
97.0,0.1,-1.6328832182094573
98.0,0.1,2.5707096577321806
99.0,0.1,3.3709665514606115
100.0,0.1,3.8584817740529616
101.0,0.1,-10.82697805427884
102.0,0.1,0.07570281402679768
103.0,0.1,-3.2934813033638193
104.0,0.1,-15.990859066548694
105.0,0.1,1.5841451824399684
106.0,0.1,-0.08447075448023611
107.0,0.1,-16.288333680701896
108.0,0.1,4.333708429447228
109.0,0.1,3.327713151728588
110.0,0.1,2.3014131590706626
111.0,0.1,2.789290187449879
112.0,0.1,-41.29999747618376
113.0,0.1,-5.356903523348677
114.0,0.1,-6.6968131151184025
115.0,0.1,-10.759596928265694
116.0,0.1,-22.750692848802913
117.0,0.1,4.285764585395739
118.0,0.1,-22.803279351162274
119.0,0.1,5.027017486085299
120.0,0.1,-23.552546212061145
121.0,0.1,-23.953826653263462
122.0,0.1,0.9370723404783092
123.0,0.1,5.938951502490809
124.0,0.1,15.562409068239504
125.0,0.1,6.210080382556555
126.0,0.1,-20.09376166446725
127.0,0.1,-33.886140846851504
128.0,0.1,3.5622603049368706
129.0,0.1,-5.909430691300088
130.0,0.1,-1.4611125493020154
131.0,0.1,1.8838866063287583
132.0,0.1,8.59542630714084
133.0,0.1,-0.022006128357006105
134.0,0.1,-14.682361628196247
135.0,0.1,1.6638385594560248
136.0,0.1,-4.936885406168329
137.0,0.1,-15.119166210584723
138.0,0.1,17.428929465279282
139.0,0.1,-30.393569296780242
140.0,0.1,-41.007484447229785
141.0,0.1,3.2104799129274966
142.0,0.1,-5.21969170031025
143.0,0.1,1.0355091589810286
144.0,0.1,13.526151879325283
