group_id,unit_id,item_id,time,price_baseline,seasonality,trend,store_size,regional_demand,inventory_level,category_2,category_3,category_4,category_5,brand_2,brand_3,brand_4,brand_5,material_2,material_3,fit_type_2,treatment,propensity_score,treatment_bar_same,treatment_bar_other,outcome
0,0,0,0,49.963209507789,1.0,0.0,0.892558525603859,1.249054041044226,0.5147388455416955,0,0,1,0,0,0,0,0,0,1,1,0.2,0.2751897979379942,0.2333333333333333,0.18571428571428575,0.0
0,0,0,1,49.963209507789,1.113245554353377,0.1,0.892558525603859,1.249054041044226,0.23850241677678294,0,0,1,0,0,0,0,0,0,1,1,0.3,0.3974388407849324,0.10000000000000002,0.19999999999999998,29.866348190828077
0,0,0,2,49.963209507789,1.2102574817136098,0.2,0.892558525603859,1.249054041044226,0.28619091776631783,0,0,1,0,0,0,0,0,0,1,1,0.3,0.39119195272332613,0.09999999999999999,0.21428571428571425,0.0
0,0,0,3,49.963209507789,1.2896211297279505,0.3,0.892558525603859,1.249054041044226,0.21813598830979905,0,0,1,0,0,0,0,0,0,1,1,0.2,0.27577680780178265,0.2333333333333333,0.21428571428571433,0.0
0,0,0,4,49.963209507789,1.3501791976969784,0.4,0.892558525603859,1.249054041044226,0.6582106466987958,0,0,1,0,0,0,0,0,0,1,1,0.1,0.20273753648822807,0.2333333333333333,0.2,0.0
0,0,0,5,49.963209507789,1.3910486126248123,0.5,0.892558525603859,1.249054041044226,0.39781458733867703,0,0,1,0,0,0,0,0,0,1,1,0.1,0.19929640718371647,0.2333333333333333,0.21428571428571427,0.0
0,0,0,6,49.963209507789,1.4116334064118963,0.6,0.892558525603859,1.249054041044226,0.500069716285166,0,0,1,0,0,0,0,0,0,1,1,0.0,0.15161366421355285,0.26666666666666666,0.21428571428571433,16.52432289955411
0,0,0,7,49.963209507789,1.4116334064118963,0.7,0.892558525603859,1.249054041044226,0.27699665140257157,0,0,1,0,0,0,0,0,0,1,1,0.3,0.38309502006620666,0.16666666666666666,0.18571428571428572,0.0
0,0,0,8,49.963209507789,1.3910486126248123,0.8,0.892558525603859,1.249054041044226,0.3527327199025528,0,0,1,0,0,0,0,0,0,1,1,0.2,0.27489211050756834,0.16666666666666666,0.1142857142857143,0.0
0,0,0,9,49.963209507789,1.3501791976969786,0.9,0.892558525603859,1.249054041044226,0.6717419093658389,0,0,1,0,0,0,0,0,0,1,1,0.3,0.36791155478316273,0.16666666666666666,0.2,0.0
0,0,1,0,96.05714451279329,1.0,0.0,0.892558525603859,1.249054041044226,0.16302116084000115,0,0,0,1,1,0,0,0,0,0,0,0.0,0.04725531737362343,0.2,0.22499999999999998,43.416745193513194
0,0,1,1,96.05714451279329,1.113245554353377,0.1,0.892558525603859,1.249054041044226,0.6674054849043554,0,0,0,1,1,0,0,0,0,0,0,0.3,0.5665099109411483,0.2,0.15,24.78245875785522
0,0,1,2,96.05714451279329,1.2102574817136098,0.2,0.892558525603859,1.249054041044226,0.7446456540996051,0,0,0,1,1,0,0,0,0,0,0,0.3,0.559799160871136,0.15,0.15,0.0
0,0,1,3,96.05714451279329,1.2896211297279505,0.3,0.892558525603859,1.249054041044226,0.6435113719784533,0,0,0,1,1,0,0,0,0,0,0,0.2,0.2603661209678027,0.3,0.22499999999999998,0.0
0,0,1,4,96.05714451279329,1.3501791976969784,0.4,0.892558525603859,1.249054041044226,0.30654775635390813,0,0,0,1,1,0,0,0,0,0,0,0.2,0.25820037763651355,0.3,0.19999999999999998,0.0
0,0,1,5,96.05714451279329,1.3910486126248123,0.5,0.892558525603859,1.249054041044226,0.4050169210124223,0,0,0,1,1,0,0,0,0,0,0,0.2,0.25936545649058934,0.25,0.2,0.0
0,0,1,6,96.05714451279329,1.4116334064118963,0.6,0.892558525603859,1.249054041044226,0.2787084081904574,0,0,0,1,1,0,0,0,0,0,0,0.2,0.25852096416884834,0.2,0.2,0.0
0,0,1,7,96.05714451279329,1.4116334064118963,0.7,0.892558525603859,1.249054041044226,0.4208428905878401,0,0,0,1,1,0,0,0,0,0,0,0.3,0.5649502716401277,0.1,0.2,0.0
0,0,1,8,96.05714451279329,1.3910486126248123,0.8,0.892558525603859,1.249054041044226,0.5684315492801173,0,0,0,1,1,0,0,0,0,0,0,0.2,0.26064469246740407,0.15,0.175,0.0
0,0,1,9,96.05714451279329,1.3501791976969786,0.9,0.892558525603859,1.249054041044226,0.6090158765152041,0,0,0,1,1,0,0,0,0,0,0,0.2,0.26061153729376524,0.15000000000000002,0.19999999999999998,68.39641814213401
0,0,2,0,78.5595153449124,1.0,0.0,0.892558525603859,1.249054041044226,0.5869917037710328,0,0,0,0,1,0,0,0,0,1,0,0.3,0.505894979833863,0.16666666666666666,0.0,0.0
0,0,2,1,78.5595153449124,1.113245554353377,0.1,0.892558525603859,1.249054041044226,0.35995124498322556,0,0,0,0,1,0,0,0,0,1,0,0.1,0.1425463060439252,0.21666666666666665,0.0,0.0
0,0,2,2,78.5595153449124,1.2102574817136098,0.2,0.892558525603859,1.249054041044226,0.29284219922528437,0,0,0,0,1,0,0,0,0,1,0,0.2,0.27011286779350685,0.19999999999999998,0.0,0.0
0,0,2,3,78.5595153449124,1.2896211297279505,0.3,0.892558525603859,1.249054041044226,0.7810393972323835,0,0,0,0,1,0,0,0,0,1,0,0.2,0.272400384157083,0.18333333333333335,0.0,0.0
0,0,2,4,78.5595153449124,1.3501791976969784,0.4,0.892558525603859,1.249054041044226,0.6153151439773041,0,0,0,0,1,0,0,0,0,1,0,0.2,0.27213780221900197,0.20000000000000004,0.0,0.0
0,0,2,5,78.5595153449124,1.3910486126248123,0.5,0.892558525603859,1.249054041044226,0.7649972556589603,0,0,0,0,1,0,0,0,0,1,0,0.3,0.4823277422890347,0.15,0.0,0.0
0,0,2,6,78.5595153449124,1.4116334064118963,0.6,0.892558525603859,1.249054041044226,0.6699734197156125,0,0,0,0,1,0,0,0,0,1,0,0.1,0.15300980666981664,0.15000000000000002,0.0,40.22196522940797
