group_id,unit_id,item_id,time,price_baseline,seasonality,trend,store_size,regional_demand,inventory_level,category_2,category_3,category_4,category_5,brand_2,brand_3,brand_4,brand_5,material_2,material_3,fit_type_2,treatment,propensity_score,treatment_bar_same,treatment_bar_other,outcome
0,0,0,0,49.963209507789,1.0,0.0,0.892558525603859,1.249054041044226,0.5147388455416955,0,0,1,0,0,0,0,0,0,1,1,0.2,0.2751897979379942,0.2333333333333333,0.18571428571428575,192.90396347774274
0,0,0,1,49.963209507789,1.113245554353377,0.1,0.892558525603859,1.249054041044226,0.23850241677678294,0,0,1,0,0,0,0,0,0,1,1,0.3,0.3974388407849324,0.10000000000000002,0.19999999999999998,91.23326961217111
0,0,0,2,49.963209507789,1.2102574817136098,0.2,0.892558525603859,1.249054041044226,0.28619091776631783,0,0,1,0,0,0,0,0,0,1,1,0.3,0.39119195272332613,0.09999999999999999,0.21428571428571425,107.56185119162603
0,0,0,3,49.963209507789,1.2896211297279505,0.3,0.892558525603859,1.249054041044226,0.21813598830979905,0,0,1,0,0,0,0,0,0,1,1,0.2,0.27577680780178265,0.2333333333333333,0.21428571428571433,56.20650896900568
0,0,0,4,49.963209507789,1.3501791976969784,0.4,0.892558525603859,1.249054041044226,0.6582106466987958,0,0,1,0,0,0,0,0,0,1,1,0.1,0.20273753648822807,0.2333333333333333,0.2,101.63329831634609
0,0,0,5,49.963209507789,1.3910486126248123,0.5,0.892558525603859,1.249054041044226,0.39781458733867703,0,0,1,0,0,0,0,0,0,1,1,0.1,0.19929640718371647,0.2333333333333333,0.21428571428571427,117.72534191342628
0,0,0,6,49.963209507789,1.4116334064118963,0.6,0.892558525603859,1.249054041044226,0.500069716285166,0,0,1,0,0,0,0,0,0,1,1,0.0,0.15161366421355285,0.26666666666666666,0.21428571428571433,75.02362899272829
0,0,0,7,49.963209507789,1.4116334064118963,0.7,0.892558525603859,1.249054041044226,0.27699665140257157,0,0,1,0,0,0,0,0,0,1,1,0.3,0.38309502006620666,0.16666666666666666,0.18571428571428572,128.90633819685272
0,0,0,8,49.963209507789,1.3910486126248123,0.8,0.892558525603859,1.249054041044226,0.3527327199025528,0,0,1,0,0,0,0,0,0,1,1,0.2,0.27489211050756834,0.16666666666666666,0.1142857142857143,91.715267086351
0,0,0,9,49.963209507789,1.3501791976969786,0.9,0.892558525603859,1.249054041044226,0.6717419093658389,0,0,1,0,0,0,0,0,0,1,1,0.3,0.36791155478316273,0.16666666666666666,0.2,121.41475869192787
